,class_label,class_pred,class_score,order_label,order_pred,order_score,family_label,family_pred,family_score,genus_label,genus_pred,genus_score,species_label,species_pred,species_score
GMBZE282-16,Insecta,Insecta,1.0000,Phasmatodea,Hemiptera,0.0010,,Cicadellidae,0.0010,,Sorhoanus,0.0010,,Warramaba sp. P169,0.0008
GMMBG1263-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Psectrocladius,0.0155,,Psectrocladius sordidellus,0.0155
GMMBC550-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Muscidae,Muscidae,0.9999,,Lispocephala,0.0126,,Lispocephala alma,0.0126
GMBZA222-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.8916,Culicoides,Culicoides,0.8916,,Culicoides obsoletus,0.0162
GMMBD897-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Psychodidae,Psychodidae,0.0550,,Allognosta,0.0041,,Allognosta fuscitarsis,0.0041
GMBZM162-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9999,Crematogaster carinata,Crematogaster carinata,0.9983
GMBZM097-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9999,Crematogaster carinata,Crematogaster carinata,0.9984
GMMBD888-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Lauxaniidae,Dryomyzidae,0.0119,,Dryomyza,0.0119,,Beris hauseri,0.0008
GMBZE168-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,,Delphacidae,0.3849,,Ugyops,0.0049,,Ugyops sp.,0.0049
GMMBB472-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Muscidae,Muscidae,1.0000,,Coenosia,0.3287,,Coenosia atra,0.0245
GMMBD1273-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Dolichopodidae,Dolichopodidae,0.1305,,Dicranomyia,0.0164,,Dicranomyia sp.,0.0021
GMMBA486-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Drosophilidae,Drosophilidae,0.9895,,Lispocephala,0.0086,,Lispocephala alma,0.0033
GMBZM555-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.1014,,Lestodiplosis sp. 1 NPH-2020,0.1014
GMBZM135-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9999,Crematogaster carinata,Crematogaster carinata,0.9980
GMBZC291-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.9999,,Cerodontha,0.0492,,Forcipomyia titillans,0.0030
GMBZK272-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.9989,,Forcipomyia cf. acidicola,0.1081
GMMBD801-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Dolichopodidae,Dolichopodidae,0.7983,,Dicranomyia,0.0141,,Chespiritos dolabratus,0.0025
GMMBE517-16,Collembola,Collembola,1.0000,Entomobryomorpha,Entomobryomorpha,1.0000,Paronellidae,Entomobryidae,1.0000,,Entomobrya,1.0000,,Entomobrya assuta,0.8614
GMMBG1266-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Bryophaenocladius,0.0770,,Metriocnemus intergerivus,0.0075
GMBZM093-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9999,Crematogaster carinata,Crematogaster carinata,0.9980
GMMBD1285-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ephydridae,Psychodidae,0.0035,,Nyssomyia,0.0035,,Nyssomyia trapidoi,0.0035
GMBZM409-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Corynoptera,0.9992,,Corynoptera furcata,0.0050
GMBZJ176-16,Insecta,Insecta,1.0000,Diptera,Hymenoptera,0.9997,Phoridae,Hubbardiidae,0.0043,,Paradraculoides,0.0043,,Paradraculoides kryptus,0.0043
GMMBG1007-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Asteromyia,0.1074,,Cystiphora taraxaci,0.0444
GMBZE214-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Limnophyes,0.0125,,Cricotopus skirwithensis,0.0033
GMMBD972-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Culicoides,0.8794,,Culicoides kibunensis,0.0003
GMMBD883-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Dolichopodidae,Dolichopodidae,0.9839,,Paraclius,0.0253,,Paraclius digitatus,0.0248
GMBZB579-16,Collembola,Collembola,1.0000,Entomobryomorpha,Entomobryomorpha,0.7126,Entomobryidae,Hypogastruridae,0.1313,,Dicyrtoma,0.0976,,Dicyrtoma maculosa,0.0974
GMMBG1201-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.0097,,Lestodiplosis sp. 1 NPH-2020,0.0097
GMBZM466-16,Insecta,Insecta,1.0000,Diptera,Hymenoptera,0.9527,Psychodidae,Apidae,0.6323,,Bombus,0.0244,,Bombus jonellus,0.0244
GMMBG1051-16,Insecta,Insecta,1.0000,Diptera,Hemiptera,0.6509,Sciaridae,Cicadellidae,0.0037,,Exitianus,0.0037,,Psychoda sp. 11GMK,0.0030
GMBZM489-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.9161,,Culicoides victoriae,0.0305
GMMBC613-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chloropidae,Chloropidae,0.9996,Dasyopa,Dasyopa,0.0876,,Dasyopa triangulata,0.0876
GMMBD122-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Anoplolepis,Anoplolepis,0.9978,Anoplolepis gracilipes,Anoplolepis gracilipes,0.9978
GMMBG1835-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Asteromyia,0.0094,,Asteromyia carbonifera,0.0036
GMBZF436-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Psychodidae,Psychodidae,1.0000,,Lutzomyia,0.0055,,Phlebotomus perniciosus,0.0008
GMMBC609-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Drosophilidae,Drosophilidae,0.9860,,Lispocephala,0.0043,,Lispocephala alma,0.0037
GMMBD1220-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Psychodidae,Psychodidae,1.0000,,Psychoda,0.9999,,Psychoda phalaenoides,0.0441
GMMBB646-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Asteromyia,0.5110,,Lestodiplosis sp. 1 NPH-2020,0.4323
GMBZA266-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9997,Crematogaster carinata,Crematogaster carinata,0.9956
GMBZV158-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,1.0000,,Gymnophora,0.0541,,Gymnophora subarcuata,0.0541
GMMBE701-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Corynoptera,0.0134,,Scatopsciara fera,0.0025
GMBZM499-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.9996,,Bactrocera,0.0034,,Bactrocera thailandica,0.0034
GMMBE635-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Drosophilidae,Drosophilidae,1.0000,Drosophila,Drosophila,1.0000,,Drosophila bipectinata,0.8940
GMMBC747-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.9659,,Culicoides circumscriptus,0.0026
GMBZK134-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Vitisiella,0.6538,,Vitisiella brevicauda,0.6538
GMBZL536-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,1.0000,Crematogaster carinata,Crematogaster carinata,0.9997
GMMBE277-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Dolichoderus,Dolichoderus,0.9989,Dolichoderus thoracicus,Dolichoderus rugocapitus,0.9473
GMMBE697-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.0489,,Lestodiplosis sp. 1 NPH-2020,0.0489
GMMBD089-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Anoplolepis,Anoplolepis,0.9978,Anoplolepis gracilipes,Anoplolepis gracilipes,0.9978
GMMBE436-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Cosmopterigidae,Depressariidae,0.3253,,Stenoma,0.0030,,Stenoma adytodes,0.0030
GMMBB303-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Cystiphora,0.0209,,Cystiphora taraxaci,0.0209
GMMBE619-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.9902,,Bradysia peraffinis,0.0072
GMMBD1022-16,Insecta,Insecta,1.0000,Diptera,Trichoptera,0.0075,Cecidomyiidae,Braconidae,0.0051,,Aphidius,0.0051,,Aphidius funebris,0.0051
GMMBE238-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Dolichoderus,Dolichoderus,0.9966,Dolichoderus rugocapitus,Dolichoderus rugocapitus,0.9920
GMMBI787-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Dasyhelea,0.7516,,Tarnania tarnanii,0.0008
GMMBG932-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Corynoptera,0.1768,,Corynoptera barbata,0.0022
GMMBD1288-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Dasyhelea,1.0000,,Dasyhelea arenivaga,0.0024
GMMBD1356-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Dolichopodidae,Dolichopodidae,0.4461,,Rhamphomyia,0.0062,,Cheilotrichia stigmatica,0.0017
GMMBE670-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Contarinia,0.0059,,Contarinia maculipennis,0.0059
GMBZC402-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Azteca,Azteca,0.4535,,Azteca instabilis,0.1582
GMMBG1271-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Contarinia,0.0050,,Contarinia maculipennis,0.0050
GMBZA051-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Culicoides,0.0285,,Dolichopus nigrilineatus,0.0082
GMMBD480-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Lauxaniidae,Isotomidae,0.0128,,Isotoma,0.0128,,Isotoma viridis,0.0128
GMBZM164-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,,Crematogaster,0.7990,,Crematogaster sp. 2,0.0449
GMMBG565-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.0208,Sciaridae,Coccinellidae,0.0079,,Hippodamia,0.0079,,Bradysia ocellaris,0.0021
GMBZN320-16,Insecta,Insecta,0.9965,Diptera,Diptera,0.9965,Psychodidae,Mycetophilidae,0.0612,,Tarnania,0.0127,,Tarnania tarnanii,0.0127
GMMBD536-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Empididae,Empididae,0.8974,,Rhamphomyia,0.8974,,Rhamphomyia hoeli,0.0152
GMMBD475-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.8981,,Culicoides circumscriptus,0.1150
GMMBG1222-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.8593,,Dicranomyia,0.0018,,Dicranomyia sp.,0.0015
GMMBG1289-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.9992,,Bradysia radicum,0.0824
GMMBG838-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Psectrocladius,0.0133,,Psectrocladius sordidellus,0.0133
GMMBD1207-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.9993,,Dasyhelea,0.9453,,Tarnania tarnanii,0.0105
GMMBI856-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.9993,,Dasyhelea,0.9453,,Tarnania tarnanii,0.0105
GMMBG510-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Psectrocladius,0.0043,,Psectrocladius sordidellus,0.0043
GMMBE640-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Corynoptera,0.1052,,Corynoptera barbata,0.0014
GMMBB669-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9997,Chironomidae,Chironomidae,0.7037,,Phytomyza,0.0011,,Phytomyza crassiseta,0.0011
GMMBG1706-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9910,Cecidomyiidae,Cecidomyiidae,0.9910,,Pocadicnemis,0.0412,,Pocadicnemis americana,0.0412
GMBZN216-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Culicoides,0.1133,,Cerodontha capitata,0.0012
GMBZN255-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.0571,,Pseudolycoriella brunnea,0.0011
GMBZC264-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Mycetophilidae,Phoridae,0.0085,,Megaselia,0.0085,,Megaselia ciliata,0.0085
GMMBI777-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.7630,,Lestodiplosis sp. 1 NPH-2020,0.7630
GMBZC392-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,,Crematogaster,0.8419,,Crematogaster sp. 2,0.0205
GMMBE230-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Dolichoderus,Dolichoderus,0.9971,Dolichoderus rugocapitus,Dolichoderus rugocapitus,0.9918
GMMBC751-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Muscidae,Muscidae,1.0000,,Houghia,0.0018,,Houghia crypta,0.0018
GMMBD357-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Dolichopodidae,Dolichopodidae,0.1413,,Dicranomyia,0.0046,,Cheilotrichia stigmatica,0.0009
GMBZN296-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.2598,,Bradysia difformis,0.0020
GMMBD872-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Syrphidae,Syrphidae,1.0000,Syritta,Helophilus,0.0328,,Blera nigra,0.0113
GMMBC355-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,1.0000,,Megaselia,1.0000,,Megaselia wiegmanae,0.0452
GMMBG480-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chloropidae,Chloropidae,0.9999,,Dicraeus,0.0004,,Dicraeus vagans,0.0004
GMBZN185-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9962,Sciaridae,Tropiduchidae,0.0225,,Ommatissus,0.0225,,Ommatissus lybicus,0.0225
GMBZA278-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9997,Crematogaster carinata,Crematogaster carinata,0.9956
GMBZA200-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.9639,,Culicoides victoriae,0.0034
GMMBG1264-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Psectrocladius,0.0062,,Psectrocladius sordidellus,0.0062
GMBZN226-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9995,Mycetophilidae,Mycetophilidae,0.9058,,Allocotocera,0.0003,,Allocotocera pulchella,0.0003
GMMBD846-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.9993,,Dasyhelea,0.9453,,Tarnania tarnanii,0.0105
GMMBD921-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9999,Cecidomyiidae,Cecidomyiidae,0.9999,,Lestodiplosis,0.0100,,Lestodiplosis juniperina,0.0100
GMBZM314-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Culicoides,0.0029,,Culicoides circumscriptus,0.0029
GMMBE536-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Cosmopterigidae,Depressariidae,0.9609,,Sinoe,0.0032,,Sinoe BioLep2857,0.0032
GMMBE223-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Dolichoderus,Dolichoderus,0.9971,Dolichoderus rugocapitus,Dolichoderus rugocapitus,0.9918
GMMBC535-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Muscidae,Muscidae,1.0000,,Coenosia,0.2418,,Coenosia atra,0.0188
GMMBF547-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chloropidae,Chloropidae,1.0000,,Chlorops,0.0070,,Chlorops oryzae,0.0015
GMBZN244-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.0817,,Lestodiplosis sp. 1 NPH-2020,0.0608
GMBZM322-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9900,Ceratopogonidae,Ceratopogonidae,0.9900,,Forcipomyia,0.7499,,Forcipomyia titillans,0.0119
GMMBI838-16,Insecta,Insecta,1.0000,Diptera,Hemiptera,0.0486,Phoridae,Cimicidae,0.0486,,Cimex,0.0486,,Cimex hemipterus,0.0486
GMBZM439-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Vitisiella,0.2537,,Vitisiella brevicauda,0.2531
GMBZA221-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9700,Ceratopogonidae,Agromyzidae,0.0004,,Cerodontha,0.0004,,Tarnania tarnanii,0.0002
GMBZP498-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Derbidae,Aphididae,0.0285,,Metcalfa,0.0134,,Metcalfa pruinosa,0.0134
GMMBD1239-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Drosophilidae,Drosophilidae,0.5276,,Drosophila,0.0128,,Drosophila neotestacea,0.0025
GMBZM425-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.9998,,Dasyhelea,0.0001,,Dasyhelea arenivaga,0.0001
GMMBD1354-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Scelionidae,Scelionidae,0.9997,,Telenomus,0.9997,,Telenomus autumnalis,0.0890
GMMBD443-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Dolichopodidae,Dolichopodidae,0.1593,,Dicranomyia,0.0031,,Cheilotrichia stigmatica,0.0019
GMMBE621-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.7962,Phoridae,Formicidae,0.0011,,Temnothorax,0.0011,,Temnothorax ambiguus,0.0011
GMBZA164-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.9997,,Forcipomyia,0.0370,,Tarnania tarnanii,0.0005
GMBZN381-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,1.0000,,Megaselia,0.0004,,Megaselia ciliata,0.0004
GMMBA442-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Dolichopodidae,Dolichopodidae,1.0000,,Bactrocera,0.2064,,Chrysotimus delicatus,0.0207
GMMBD1328-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Asteromyia,0.0264,,Asteromyia carbonifera,0.0264
GMMBG1227-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.9999,,Bradysia radicum,0.0244
GMBZP341-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.0184,,Bradysia pallipes,0.0015
GMMBG494-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.7185,Sciaridae,Sciaridae,0.7185,,Cosmosciara,0.7185,,Cosmosciara perniciosa,0.0271
GMMBG1027-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Psectrocladius,0.0114,,Psectrocladius sordidellus,0.0114
GMMBE580-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,Tineidae,Gelechiidae,0.3680,,Aristotelia,0.3680,,Antaeotricha Janzen30,0.0063
GMMBG1261-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Vitisiella,0.1665,,Vitisiella brevicauda,0.1657
GMBZL539-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9997,Crematogaster carinata,Crematogaster carinata,0.9977
GMBZB347-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Scatopsciara,0.9998,,Scatopsciara fera,0.0106
GMMBD1353-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Scelionidae,Scelionidae,0.7711,,Telenomus,0.7711,,Telenomus goniopis,0.0126
GMMBG937-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.9991,,Bradysia radicum,0.0309
GMBZK305-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9999,Crematogaster carinata,Crematogaster carinata,0.9981
GMBZM133-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,1.0000,Crematogaster carinata,Crematogaster carinata,0.9986
GMBZM602-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.3167,,Lestodiplosis sp. 1 NPH-2020,0.3167
GMMBD1344-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,0.9700,Scelionidae,Hubbardiidae,0.0137,,Paradraculoides,0.0137,,Paradraculoides kryptus,0.0137
GMMBD1215-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.9999,,Forcipomyia,0.0004,,Schizohelea leucopeza,0.0001
GMMBI771-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Psectrocladius,0.0011,,Psectrocladius sordidellus,0.0011
GMMBD976-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.0122,,Tarnania tarnanii,0.0020
GMBZH340-16,Collembola,Collembola,1.0000,Entomobryomorpha,Entomobryomorpha,0.9084,Entomobryidae,Entomobryidae,0.3399,,Tullbergia,0.0634,,Tullbergia mediantarctica,0.0634
GMMBD1259-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Dasyhelea,0.9999,,Dasyhelea arenivaga,0.0028
GMBZM413-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.9915,,Forcipomyia titillans,0.0002
GMMBG047-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Coccinellidae,Coccinellidae,0.9915,,Paropsisterna,0.0045,,Paropsisterna cloelia,0.0045
GMBZA271-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9998,Crematogaster carinata,Crematogaster carinata,0.9982
GMMBC378-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ephydridae,Drosophilidae,0.7868,,Musca,0.0136,,Musca convexifrons,0.0014
GMMBG822-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.0022,,Bradysia radicum,0.0004
GMBZH222-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,1.0000,,Phora,0.5794,,Phora atra,0.0097
GMMBD492-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Dolichopodidae,Dolichopodidae,0.1466,,Dicranomyia,0.0032,,Cheilotrichia stigmatica,0.0018
GMMBI775-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Asteromyia,0.4712,,Cystiphora taraxaci,0.0739
GMMBI861-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.3133,,Forcipomyia litoraurea,0.2314
GMBZM144-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9999,Crematogaster carinata,Crematogaster carinata,0.9981
GMBZD415-16,Collembola,Collembola,1.0000,Entomobryomorpha,Entomobryomorpha,1.0000,Entomobryidae,Entomobryidae,1.0000,,Entomobrya,0.7779,,Tullbergia mediantarctica,0.0202
