,class_label,class_pred,class_score,order_label,order_pred,order_score,family_label,family_pred,family_score,genus_label,genus_pred,genus_score,species_label,species_pred,species_score
GMMBG541-16,Insecta,Insecta,0.89,Diptera,Diptera,0.79,Sciaridae,Sciaridae,0.7,,Corynoptera,0.32,,Corynoptera tridentata,0.24
GMMBG729-16,Insecta,Insecta,0.79,Diptera,Coleoptera,0.33,Sciaridae,Curculionidae,0.32,,Trigonopterus,0.32,,Trigonopterus sp.,0.32
GMMBG845-16,Insecta,Insecta,0.85,Diptera,Hymenoptera,0.45,Cecidomyiidae,Vespidae,0.28,,Ropalidia,0.28,,Ropalidia sp.,0.28
GMMBG969-16,Insecta,Insecta,0.97,Diptera,Diptera,0.82,Cecidomyiidae,Cecidomyiidae,0.8,,Asteromyia,0.8,,Asteromyia modesta,0.52
GMMBG972-16,Insecta,Collembola,0.22,Diptera,Entomobryomorpha,0.22,Sciaridae,Entomobryidae,0.22,,Heteromurus,0.22,,Heteromurus nitidus,0.22
GMMBG994-16,Insecta,Insecta,1.0,Diptera,Diptera,0.95,Chironomidae,Limoniidae,0.66,,Dicranomyia,0.66,,Dicranomyia sp.,0.66
GMMBI290-16,Insecta,Insecta,1.0,Diptera,Diptera,0.98,Phoridae,Limoniidae,0.62,,Dicranomyia,0.62,,Dicranomyia sp.,0.62
GMMBI566-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.71,,Dicranomyia,0.71,,Dicranomyia sp.,0.71
GMMBI578-16,Insecta,Insecta,1.0,Diptera,Diptera,0.94,Ceratopogonidae,Limoniidae,0.79,,Dicranomyia,0.79,,Dicranomyia sp.,0.79
GMMBI788-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Sphaeroceridae,Limoniidae,0.61,,Dicranomyia,0.61,,Dicranomyia sp.,0.61
GMBZA216-16,Insecta,Insecta,0.73,Diptera,Diptera,0.66,Ceratopogonidae,Limoniidae,0.44,,Dicranomyia,0.44,,Dicranomyia sp.,0.44
GMBZA259-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZB355-16,Insecta,Insecta,0.99,Diptera,Diptera,0.92,Sciaridae,Sciaridae,0.5,,Bradysia,0.36,,Bradysia tilicola,0.27
GMBZB463-16,Insecta,Insecta,0.98,Hymenoptera,Hymenoptera,0.97,,Vespidae,0.55,,Ropalidia,0.55,,Ropalidia sp.,0.55
GMBZB474-16,Insecta,Insecta,0.99,Hymenoptera,Hymenoptera,0.99,Braconidae,Formicidae,0.35,,Tetramorium,0.31,,Tetramorium sp.,0.31
GMBZB601-16,Collembola,Collembola,0.99,Entomobryomorpha,Entomobryomorpha,0.99,Entomobryidae,Entomobryidae,0.88,,Heteromurus,0.88,,Heteromurus nitidus,0.88
GMBZB642-16,Insecta,Insecta,0.96,Diptera,Lepidoptera,0.75,Phoridae,Apatelodidae,0.74,,Apatelodes,0.74,,Apatelodes sp.,0.74
GMBZC134-16,Insecta,Insecta,0.98,Diptera,Diptera,0.94,Sciaridae,Limoniidae,0.51,,Dicranomyia,0.51,,Dicranomyia sp.,0.51
GMBZC180-16,Insecta,Insecta,0.67,Diptera,Diptera,0.42,Mycetophilidae,Limoniidae,0.37,,Dicranomyia,0.37,,Dicranomyia sp.,0.37
GMBZC257-16,Insecta,Insecta,0.5,Diptera,Diptera,0.35,Ceratopogonidae,Limoniidae,0.27,Culicoides,Dicranomyia,0.27,,Dicranomyia sp.,0.27
GMBZC276-16,Insecta,Insecta,0.97,Diptera,Diptera,0.9,Chironomidae,Limoniidae,0.59,,Dicranomyia,0.59,,Dicranomyia sp.,0.59
GMBZC359-16,Insecta,Insecta,0.67,Diptera,Diptera,0.57,Sciaridae,Limoniidae,0.19,,Dicranomyia,0.19,,Dicranomyia sp.,0.19
GMBZD393-16,Insecta,Chilopoda,0.74,Psocodea,Scolopendromorpha,0.74,,Scolopendridae,0.74,,Scolopendra,0.74,,Scolopendra subspinipes,0.74
GMBZD442-16,Arachnida,Arachnida,1.0,Araneae,Araneae,1.0,Linyphiidae,Selenopidae,0.56,Agyneta,Selenops,0.56,,Selenops sp.,0.56
GMBZE257-16,Arachnida,Malacostraca,0.36,Trombidiformes,Amphipoda,0.33,,Niphargidae,0.33,,Niphargus,0.33,,Niphargus sp.,0.27
GMBZF337-16,Insecta,Insecta,0.85,Diptera,Diptera,0.54,Mycetophilidae,Limoniidae,0.26,,Dicranomyia,0.26,,Dicranomyia sp.,0.26
GMBZG134-16,Insecta,Insecta,0.93,Diptera,Diptera,0.8,Sciaridae,Sciaridae,0.66,,Bradysia,0.5,,Bradysia tilicola,0.47
GMBZH175-16,Insecta,Insecta,0.98,Diptera,Hymenoptera,0.32,Cecidomyiidae,Vespidae,0.29,,Ropalidia,0.29,,Ropalidia sp.,0.29
GMBZK042-16,Insecta,Insecta,1.0,Diptera,Diptera,0.98,Cecidomyiidae,Cecidomyiidae,0.97,,Asteromyia,0.83,,Asteromyia modesta,0.42
GMBZK064-16,Insecta,Insecta,0.76,Diptera,Diptera,0.68,Ceratopogonidae,Limoniidae,0.45,,Dicranomyia,0.45,,Dicranomyia sp.,0.45
GMBZK082-16,Insecta,Insecta,0.99,Diptera,Diptera,0.68,Mycetophilidae,Limoniidae,0.35,,Dicranomyia,0.35,,Dicranomyia sp.,0.35
GMBZK146-16,Insecta,Insecta,0.99,Diptera,Diptera,0.67,Cecidomyiidae,Cecidomyiidae,0.66,,Asteromyia,0.5,,Asteromyia carbonifera,0.44
GMBZK260-16,Insecta,Insecta,1.0,Diptera,Diptera,0.97,Hybotidae,Limoniidae,0.94,,Dicranomyia,0.94,,Dicranomyia sp.,0.94
GMBZL207-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Milichiidae,Limoniidae,0.56,Paramyia,Dicranomyia,0.56,,Dicranomyia sp.,0.56
GMBZL529-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZM160-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZM464-16,Insecta,Insecta,0.98,Diptera,Diptera,0.96,Ceratopogonidae,Limoniidae,0.79,,Dicranomyia,0.79,,Dicranomyia sp.,0.79
GMBZM559-16,Insecta,Insecta,0.94,Diptera,Diptera,0.9,Sciaridae,Limoniidae,0.34,,Dicranomyia,0.34,,Dicranomyia sp.,0.34
GMBZN123-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZN393-16,Insecta,Insecta,0.94,Diptera,Diptera,0.83,Sciaridae,Sciaridae,0.67,,Corynoptera,0.31,,Corynoptera tridentata,0.2
GMBZO073-16,Insecta,Insecta,0.65,Diptera,Coleoptera,0.58,Conopidae,Curculionidae,0.58,,Trigonopterus,0.58,,Trigonopterus sp.,0.58
GMBZP437-16,Insecta,Insecta,0.8,Diptera,Diptera,0.55,Ceratopogonidae,Limoniidae,0.51,,Dicranomyia,0.51,,Dicranomyia sp.,0.51
GMBZP454-16,Insecta,Insecta,1.0,Diptera,Diptera,0.9,Cecidomyiidae,Cecidomyiidae,0.9,,Lestodiplosis,0.32,,Lestodiplosis juniperina,0.32
GMBZP468-16,Insecta,Insecta,0.99,Coleoptera,Coleoptera,0.73,Mycetophagidae,Curculionidae,0.61,,Trigonopterus,0.61,,Trigonopterus sp.,0.61
GMBZP524-16,Insecta,Malacostraca,0.25,Psocodea,Isopoda,0.25,Stenopsocidae,Stenasellidae,0.25,,Stenasellus,0.25,,Stenasellus virei,0.25
GMBZP528-16,Insecta,Insecta,0.41,Psocodea,Diptera,0.31,,Limoniidae,0.28,,Dicranomyia,0.28,,Dicranomyia sp.,0.28
GMBZP532-16,Collembola,Collembola,0.92,Poduromorpha,Entomobryomorpha,0.91,Neanuridae,Entomobryidae,0.5,,Heteromurus,0.5,,Heteromurus nitidus,0.5
GMBZX194-16,Insecta,Insecta,0.94,Diptera,Diptera,0.91,Ceratopogonidae,Limoniidae,0.82,,Dicranomyia,0.82,,Dicranomyia sp.,0.82
GMMBB321-16,Insecta,Insecta,0.96,Diptera,Diptera,0.84,Ceratopogonidae,Limoniidae,0.72,,Dicranomyia,0.72,,Dicranomyia sp.,0.72
GMMBC531-16,Insecta,Insecta,0.7,Diptera,Diptera,0.69,Ceratopogonidae,Limoniidae,0.65,,Dicranomyia,0.65,,Dicranomyia sp.,0.65
GMMBD103-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Anoplolepis,Anoplolepis,1.0,Anoplolepis gracilipes,Anoplolepis gracilipes,1.0
GMMBD1059-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.84,,Dicranomyia,0.84,,Dicranomyia sp.,0.84
GMMBD1282-16,Insecta,Insecta,0.98,Diptera,Diptera,0.95,Ceratopogonidae,Limoniidae,0.63,,Dicranomyia,0.63,,Dicranomyia sp.,0.63
GMMBD428-16,Insecta,Insecta,0.99,Diptera,Diptera,0.87,Cecidomyiidae,Cecidomyiidae,0.83,,Lestodiplosis,0.57,,Lestodiplosis juniperina,0.56
GMMBD429-16,Insecta,Insecta,1.0,Diptera,Diptera,0.95,Cecidomyiidae,Cecidomyiidae,0.95,,Asteromyia,0.84,,Asteromyia carbonifera,0.64
GMMBD488-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.34,,Dicranomyia,0.34,,Dicranomyia sp.,0.34
GMMBD602-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Chironomidae,Limoniidae,0.34,,Dicranomyia,0.34,,Dicranomyia sp.,0.34
GMMBD845-16,Insecta,Insecta,0.98,Diptera,Diptera,0.86,Ceratopogonidae,Limoniidae,0.52,,Dicranomyia,0.52,,Dicranomyia sp.,0.52
GMMBD880-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Lauxaniidae,Limoniidae,0.44,,Dicranomyia,0.44,,Dicranomyia sp.,0.44
GMMBD992-16,Insecta,Insecta,0.97,Diptera,Diptera,0.87,Ceratopogonidae,Limoniidae,0.35,,Dicranomyia,0.35,,Dicranomyia sp.,0.35
GMMBE601-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,0.99,,Geometridae,0.36,,Scopula,0.34,,Scopula subpunctaria,0.34
GMMBF431-16,Insecta,Insecta,0.84,Diptera,Coleoptera,0.35,Phoridae,Curculionidae,0.34,,Trigonopterus,0.34,,Trigonopterus sp.,0.34
GMMBF463-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Chloropidae,Syrphidae,0.54,,Copestylum,0.54,,Copestylum sp.,0.54
GMMBG101-16,Insecta,Insecta,0.82,Coleoptera,Coleoptera,0.68,,Curculionidae,0.63,,Trigonopterus,0.63,,Trigonopterus sp.,0.63
GMMBG1488-16,Insecta,Insecta,1.0,Diptera,Diptera,0.83,Cecidomyiidae,Cecidomyiidae,0.83,,Asteromyia,0.69,,Asteromyia carbonifera,0.28
GMMBG1713-16,Insecta,Insecta,0.95,Diptera,Hymenoptera,0.37,Cecidomyiidae,Vespidae,0.26,,Ropalidia,0.26,,Ropalidia sp.,0.26
GMMBG177-16,Insecta,Insecta,1.0,Diptera,Diptera,0.93,Sciaridae,Sciaridae,0.66,,Corynoptera,0.38,,Corynoptera tridentata,0.36
GMMBG216-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Phoridae,Limoniidae,0.83,,Dicranomyia,0.83,,Dicranomyia sp.,0.83
GMMBG521-16,Insecta,Insecta,0.87,Diptera,Diptera,0.86,Sciaridae,Sciaridae,0.83,,Claustropyga,0.27,,Claustropyga acanthostyla,0.27
GMMBG730-16,Insecta,Collembola,0.17,Diptera,Entomobryomorpha,0.17,Sciaridae,Entomobryidae,0.15,,Heteromurus,0.15,,Heteromurus nitidus,0.15
GMMBI219-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Ephydridae,Syrphidae,0.8,,Copestylum,0.8,,Copestylum sp.,0.8
GMMBI286-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.83,,Dicranomyia,0.83,,Dicranomyia sp.,0.83
GMMBI515-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.82,,Dicranomyia,0.82,,Dicranomyia sp.,0.82
GMMBI818-16,Insecta,Insecta,0.79,Diptera,Diptera,0.6,Ceratopogonidae,Limoniidae,0.34,,Dicranomyia,0.34,,Dicranomyia sp.,0.34
GMBZB441-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZB574-16,Insecta,Insecta,0.38,Psocodea,Diptera,0.23,,Limoniidae,0.22,,Dicranomyia,0.22,,Dicranomyia sp.,0.22
GMBZC071-16,Insecta,Insecta,0.97,Diptera,Diptera,0.93,Sciaridae,Sciaridae,0.77,,Corynoptera,0.3,,Corynoptera tridentata,0.29
GMBZC217-16,Insecta,Insecta,0.98,Diptera,Lepidoptera,0.25,Sciaridae,Apatelodidae,0.25,,Apatelodes,0.25,,Apatelodes sp.,0.25
GMBZC337-16,Insecta,Insecta,1.0,Diptera,Diptera,0.86,Cecidomyiidae,Cecidomyiidae,0.85,,Asteromyia,0.64,,Asteromyia carbonifera,0.46
GMBZE234-16,Insecta,Insecta,0.99,Diptera,Diptera,0.85,Cecidomyiidae,Cecidomyiidae,0.84,,Lestodiplosis,0.62,,Lestodiplosis juniperina,0.62
GMBZG068-16,Insecta,Insecta,0.92,Diptera,Diptera,0.88,Sciaridae,Sciaridae,0.65,,Corynoptera,0.24,,Corynoptera tridentata,0.23
GMBZH179-16,Insecta,Insecta,0.85,Diptera,Coleoptera,0.48,Phoridae,Curculionidae,0.46,,Trigonopterus,0.46,,Trigonopterus sp.,0.46
GMBZH275-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,1.0,Gelechiidae,Apatelodidae,0.5,,Apatelodes,0.5,,Apatelodes sp.,0.5
GMBZK236-16,Insecta,Insecta,0.98,Diptera,Diptera,0.97,Chironomidae,Syrphidae,0.38,,Copestylum,0.38,,Copestylum sp.,0.38
GMBZK242-16,Insecta,Insecta,0.99,Diptera,Diptera,0.86,Cecidomyiidae,Cecidomyiidae,0.79,,Asteromyia,0.69,,Asteromyia carbonifera,0.6
GMBZL132-16,Insecta,Insecta,0.99,Diptera,Diptera,0.96,Cecidomyiidae,Cecidomyiidae,0.96,,Asteromyia,0.86,,Asteromyia carbonifera,0.61
GMBZM521-16,Insecta,Insecta,0.84,Diptera,Diptera,0.81,Ceratopogonidae,Limoniidae,0.72,,Dicranomyia,0.72,,Dicranomyia sp.,0.72
GMBZM597-16,Insecta,Insecta,0.72,Hemiptera,Hemiptera,0.49,Cixiidae,Delphacidae,0.49,,Ugyops,0.49,,Ugyops sp.,0.49
GMBZN157-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Brachymyrmex,Nylanderia,0.83,,Nylanderia sp.,0.83
GMBZN319-16,Insecta,Insecta,0.98,Diptera,Diptera,0.94,Cecidomyiidae,Cecidomyiidae,0.92,,Asteromyia,0.88,,Asteromyia carbonifera,0.78
GMBZN356-16,Insecta,Insecta,0.94,Diptera,Diptera,0.91,Sciaridae,Limoniidae,0.58,,Dicranomyia,0.58,,Dicranomyia sp.,0.58
GMBZO078-16,Insecta,Insecta,0.97,Diptera,Diptera,0.96,Ceratopogonidae,Limoniidae,0.42,,Dicranomyia,0.42,,Dicranomyia sp.,0.42
GMBZP379-16,Insecta,Chilopoda,0.22,Diptera,Scolopendromorpha,0.22,Sciaridae,Scolopendridae,0.22,Hyperlasion,Scolopendra,0.22,,Scolopendra subspinipes,0.22
GMBZP433-16,Insecta,Insecta,0.8,Diptera,Diptera,0.67,Sciaridae,Sciaridae,0.47,,Claustropyga,0.41,,Claustropyga acanthostyla,0.41
GMBZP434-16,Insecta,Chilopoda,0.29,Diptera,Scolopendromorpha,0.29,Sciaridae,Scolopendridae,0.29,Hyperlasion,Scolopendra,0.29,,Scolopendra subspinipes,0.29
GMBZP451-16,Insecta,Insecta,1.0,Diptera,Diptera,0.87,Cecidomyiidae,Cecidomyiidae,0.87,,Asteromyia,0.78,,Asteromyia modesta,0.54
GMBZV111-16,Insecta,Insecta,0.94,Diptera,Diptera,0.92,Sciaridae,Sciaridae,0.82,,Corynoptera,0.31,,Corynoptera tridentata,0.3
GMBZV197-16,Insecta,Insecta,0.93,Diptera,Diptera,0.82,Phoridae,Limoniidae,0.22,,Dicranomyia,0.22,,Dicranomyia sp.,0.22
GMMBA355-16,Insecta,Insecta,1.0,Diptera,Diptera,0.92,Chironomidae,Chironomidae,0.79,,Smittia,0.38,,Smittia aterrima,0.38
GMMBA399-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Hybotidae,Limoniidae,0.79,,Dicranomyia,0.79,,Dicranomyia sp.,0.79
GMMBA511-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.81,,Dicranomyia,0.81,,Dicranomyia sp.,0.81
GMMBA521-16,Insecta,Insecta,0.99,Diptera,Diptera,0.9,Ceratopogonidae,Limoniidae,0.89,,Dicranomyia,0.89,,Dicranomyia sp.,0.89
GMMBA570-16,Insecta,Insecta,0.99,Diptera,Diptera,0.69,Cecidomyiidae,Limoniidae,0.51,,Dicranomyia,0.51,,Dicranomyia sp.,0.51
GMMBA617-16,Insecta,Insecta,0.88,Diptera,Hymenoptera,0.45,Cecidomyiidae,Vespidae,0.39,,Ropalidia,0.39,,Ropalidia sp.,0.39
GMMBB299-16,Insecta,Insecta,0.99,Diptera,Diptera,0.65,Cecidomyiidae,Cecidomyiidae,0.63,,Asteromyia,0.49,,Asteromyia carbonifera,0.3
GMMBB329-16,Insecta,Insecta,0.96,Diptera,Diptera,0.91,Chironomidae,Limoniidae,0.61,,Dicranomyia,0.61,,Dicranomyia sp.,0.61
GMMBB395-16,Insecta,Insecta,0.82,Diptera,Diptera,0.67,Sciaridae,Sciaridae,0.54,,Corynoptera,0.4,,Corynoptera tridentata,0.25
GMMBB595-16,Insecta,Insecta,1.0,Diptera,Diptera,0.9,Ceratopogonidae,Limoniidae,0.79,,Dicranomyia,0.79,,Dicranomyia sp.,0.79
GMMBB615-16,Insecta,Insecta,1.0,Diptera,Diptera,0.98,Phoridae,Phoridae,0.75,,Megaselia,0.75,,Megaselia sp. BOLD:AAG3266,0.32
GMMBB628-16,Insecta,Insecta,1.0,Diptera,Diptera,0.88,Cecidomyiidae,Cecidomyiidae,0.87,,Asteromyia,0.46,,Asteromyia carbonifera,0.42
GMMBC399-16,Insecta,Insecta,1.0,Diptera,Diptera,0.95,Ceratopogonidae,Limoniidae,0.73,,Dicranomyia,0.73,,Dicranomyia sp.,0.73
GMMBC580-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Ceratopogonidae,Limoniidae,0.92,,Dicranomyia,0.92,,Dicranomyia sp.,0.92
GMMBC770-16,Insecta,Insecta,0.95,Diptera,Diptera,0.78,Ceratopogonidae,Limoniidae,0.5,,Dicranomyia,0.5,,Dicranomyia sp.,0.5
GMMBD1303-16,Insecta,Insecta,0.98,Diptera,Diptera,0.95,Cecidomyiidae,Cecidomyiidae,0.95,,Asteromyia,0.88,,Asteromyia carbonifera,0.86
GMMBD334-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Cecidomyiidae,Cecidomyiidae,1.0,,Asteromyia,0.99,,Asteromyia carbonifera,0.73
GMMBD618-16,Insecta,Insecta,0.76,Diptera,Diptera,0.47,Ceratopogonidae,Limoniidae,0.35,,Dicranomyia,0.35,,Dicranomyia sp.,0.35
GMMBD839-16,Insecta,Insecta,0.99,Diptera,Diptera,0.87,Ceratopogonidae,Limoniidae,0.62,,Dicranomyia,0.62,,Dicranomyia sp.,0.62
GMMBD891-16,Insecta,Insecta,0.87,Diptera,Hymenoptera,0.77,Cecidomyiidae,Vespidae,0.55,,Ropalidia,0.55,,Ropalidia sp.,0.55
GMMBE417-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Anochetus,Anochetus,0.7,,Anochetus mayri,0.51
GMMBE511-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,1.0,Paronellidae,Entomobryidae,0.88,,Heteromurus,0.88,,Heteromurus nitidus,0.88
GMMBE580-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,0.99,Tineidae,Apatelodidae,0.41,,Apatelodes,0.41,,Apatelodes sp.,0.41
GMMBF162-16,Insecta,Insecta,0.93,Coleoptera,Coleoptera,0.72,Ptinidae,Curculionidae,0.61,,Trigonopterus,0.61,,Trigonopterus sp.,0.61
GMMBF579-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Ceratopogonidae,Limoniidae,0.95,,Dicranomyia,0.95,,Dicranomyia sp.,0.95
GMMBG1094-16,Insecta,Insecta,0.98,Diptera,Diptera,0.93,Sciaridae,Sciaridae,0.66,,Corynoptera,0.36,,Corynoptera tridentata,0.33
GMMBG1261-16,Insecta,Insecta,1.0,Diptera,Diptera,0.96,Cecidomyiidae,Cecidomyiidae,0.96,,Asteromyia,0.69,,Asteromyia carbonifera,0.35
GMMBG1516-16,Insecta,Insecta,0.97,Diptera,Coleoptera,0.33,Phoridae,Curculionidae,0.32,,Trigonopterus,0.32,,Trigonopterus sp.,0.32
GMMBG1580-16,Insecta,Insecta,0.84,Diptera,Hymenoptera,0.5,Cecidomyiidae,Ichneumonidae,0.4,,Mesochorus,0.37,,Mesochorus sp.,0.37
GMMBG1667-16,Insecta,Insecta,0.98,Diptera,Diptera,0.92,Chironomidae,Limoniidae,0.5,,Dicranomyia,0.5,,Dicranomyia sp.,0.5
GMMBG236-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Chironomidae,Chironomidae,0.96,,Polypedilum,0.93,,Polypedilum cultellatum,0.54
GMMBG454-16,Insecta,Insecta,0.86,Diptera,Diptera,0.58,Sciaridae,Limoniidae,0.54,,Dicranomyia,0.54,,Dicranomyia sp.,0.54
GMMBG602-16,Insecta,Insecta,0.93,Diptera,Diptera,0.89,Chironomidae,Limoniidae,0.59,,Dicranomyia,0.59,,Dicranomyia sp.,0.59
GMMBG770-16,Insecta,Chilopoda,0.25,Diptera,Scolopendromorpha,0.25,Sciaridae,Scolopendridae,0.25,,Scolopendra,0.25,,Scolopendra subspinipes,0.25
GMMBG846-16,Insecta,Insecta,1.0,Diptera,Diptera,0.88,Cecidomyiidae,Cecidomyiidae,0.85,,Asteromyia,0.63,,Asteromyia modesta,0.33
GMMBG863-16,Insecta,Insecta,0.99,Diptera,Diptera,0.97,Chironomidae,Tabanidae,0.34,,Tabanus,0.34,,Tabanus sp.,0.34
GMMBG971-16,Insecta,Insecta,0.99,Diptera,Diptera,0.95,Cecidomyiidae,Cecidomyiidae,0.95,,Asteromyia,0.89,,Asteromyia carbonifera,0.73
GMMBI261-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Ephydridae,Syrphidae,0.71,,Copestylum,0.71,,Copestylum sp.,0.71
GMMBI276-16,Insecta,Insecta,0.95,Diptera,Diptera,0.9,Sciaridae,Limoniidae,0.5,Pseudolycoriella,Dicranomyia,0.5,,Dicranomyia sp.,0.5
GMMBI485-16,Insecta,Insecta,1.0,Diptera,Diptera,0.98,Ceratopogonidae,Limoniidae,0.92,,Dicranomyia,0.92,,Dicranomyia sp.,0.92
GMBZA159-16,Insecta,Malacostraca,0.26,Diptera,Isopoda,0.26,Sciaridae,Stenasellidae,0.26,,Stenasellus,0.26,,Stenasellus virei,0.26
GMBZB139-16,Insecta,Insecta,0.91,Diptera,Diptera,0.87,Sciaridae,Sciaridae,0.85,,Corynoptera,0.73,,Corynoptera tridentata,0.72
GMBZB376-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.73,,Dicranomyia,0.73,,Dicranomyia sp.,0.73
GMBZB429-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,0.99,Formicidae,Formicidae,0.92,,Tetramorium,0.48,,Tetramorium sp.,0.48
GMBZC182-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Cecidomyiidae,Cecidomyiidae,0.99,,Asteromyia,0.95,,Asteromyia carbonifera,0.94
GMBZC396-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,0.99,,Pheidole,0.83,,Pheidole sp.,0.83
GMBZD053-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,0.98,Tineidae,Dryadaulidae,0.72,,Dryadaula,0.72,,Dryadaula visaliella,0.72
GMBZE270-16,Collembola,Collembola,0.95,Entomobryomorpha,Entomobryomorpha,0.95,Entomobryidae,Entomobryidae,0.68,,Heteromurus,0.68,,Heteromurus nitidus,0.68
GMBZF327-16,Insecta,Insecta,0.96,Diptera,Diptera,0.71,Cecidomyiidae,Cecidomyiidae,0.7,,Asteromyia,0.49,,Asteromyia modesta,0.38
GMBZF413-16,Insecta,Insecta,0.95,Diptera,Diptera,0.72,Phoridae,Syrphidae,0.51,,Copestylum,0.51,,Copestylum sp.,0.51
GMBZH207-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Sphaeroceridae,Syrphidae,0.59,,Copestylum,0.59,,Copestylum sp.,0.59
GMBZH334-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,0.99,Entomobryidae,Entomobryidae,0.81,,Heteromurus,0.81,,Heteromurus nitidus,0.81
GMBZH343-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,1.0,Entomobryidae,Entomobryidae,0.94,,Heteromurus,0.94,,Heteromurus nitidus,0.94
GMBZJ230-16,Insecta,Chilopoda,0.5,Hemiptera,Scolopendromorpha,0.5,Cixiidae,Scolopendridae,0.5,,Scolopendra,0.5,,Scolopendra subspinipes,0.5
GMBZK123-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Ceratopogonidae,Limoniidae,0.72,,Dicranomyia,0.72,,Dicranomyia sp.,0.72
GMBZK225-16,Insecta,Insecta,1.0,Diptera,Diptera,0.94,Cecidomyiidae,Cecidomyiidae,0.94,,Asteromyia,0.82,,Asteromyia carbonifera,0.52
GMBZM152-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZM367-16,Insecta,Insecta,0.75,Diptera,Diptera,0.59,Ceratopogonidae,Limoniidae,0.54,,Dicranomyia,0.54,,Dicranomyia sp.,0.54
GMBZM401-16,Insecta,Insecta,1.0,Diptera,Diptera,0.89,Ceratopogonidae,Limoniidae,0.37,,Dicranomyia,0.37,,Dicranomyia sp.,0.37
GMBZM414-16,Insecta,Insecta,0.8,Diptera,Diptera,0.45,Sciaridae,Sciaridae,0.35,,Corynoptera,0.17,,Corynoptera tridentata,0.15
GMBZM675-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,1.0,Entomobryidae,Entomobryidae,0.96,,Heteromurus,0.96,,Heteromurus nitidus,0.96
