,class_label,class_pred,class_score,order_label,order_pred,order_score,family_label,family_pred,family_score,genus_label,genus_pred,genus_score,species_label,species_pred,species_score
GMBZA154-16,Insecta,Insecta,0.9125,Diptera,Diptera,0.9125,Cecidomyiidae,Cecidomyiidae,0.9125,,Sitodiplosis,0.9125,,Sitodiplosis mosellana,0.9125
GMBZA213-16,Insecta,Insecta,0.89242,Diptera,Diptera,0.89242,Sciaridae,Sciaridae,0.89242,,Bradysia,0.89242,,Bradysia cellarum,0.89242
GMBZA260-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZB203-16,Insecta,Insecta,0.8422,Diptera,Diptera,0.8422,Ceratopogonidae,Tachinidae,0.8422,,Chrysotachina,0.8422,,Chrysotachina Wood02DHJ02,0.8422
GMBZB269-16,Insecta,Insecta,0.8557299999999999,Diptera,Diptera,0.8557299999999999,Ceratopogonidae,Ceratopogonidae,0.8557299999999999,,Culicoides,0.8557299999999999,,Culicoides subschultzei,0.8557299999999999
GMBZB400-16,Insecta,Insecta,0.87,Diptera,Diptera,0.87,Cecidomyiidae,Cecidomyiidae,0.87,,Bryomyia,0.87,,Bryomyia apsectra,0.87
GMBZC123-16,Insecta,Insecta,0.91032,Diptera,Diptera,0.91032,Cecidomyiidae,Cecidomyiidae,0.91032,,Asteromyia,0.91032,,Asteromyia modesta,0.91032
GMBZC279-16,Insecta,Insecta,0.84682,Diptera,Diptera,0.84682,Sciaridae,Sciaridae,0.84682,,Bradysia,0.84682,,Bradysia cellarum,0.84682
GMBZC362-16,Insecta,Insecta,0.91161,Diptera,Diptera,0.91161,Sciaridae,Sciaridae,0.91161,,Pseudosciara,0.91161,,Pseudosciara forceps,0.91161
GMBZD418-16,Collembola,Collembola,0.8438,Entomobryomorpha,Entomobryomorpha,0.8438,Entomobryidae,Entomobryidae,0.8438,,Orchesella,0.8438,,Orchesella villosa,0.8438
GMBZD436-16,Collembola,Collembola,0.8495699999999999,Entomobryomorpha,Entomobryomorpha,0.8495699999999999,Entomobryidae,Entomobryidae,0.8495699999999999,,Entomobrya,0.8495699999999999,,Entomobrya assuta,0.8495699999999999
GMBZE153-16,Insecta,Insecta,0.8470799999999999,Coleoptera,Coleoptera,0.8470799999999999,Phalacridae,Chrysomelidae,0.8470799999999999,,Psylliodes,0.8470799999999999,,Psylliodes chrysocephalus,0.8470799999999999
GMBZE198-16,Insecta,Insecta,0.8993099999999999,Diptera,Diptera,0.8993099999999999,Sciaridae,Sciaridae,0.8993099999999999,,Bradysia,0.8993099999999999,,Bradysia odoriphaga,0.8993099999999999
GMBZF356-16,Insecta,Insecta,0.89142,Diptera,Diptera,0.89142,Mycetophilidae,Mycetophilidae,0.89142,,Sceptonia,0.89142,,Sceptonia nigra,0.89142
GMBZF435-16,Insecta,Insecta,0.8778400000000001,Diptera,Diptera,0.8778400000000001,Sciaridae,Sciaridae,0.8778400000000001,,Claustropyga,0.8778400000000001,,Claustropyga acanthostyla,0.8778400000000001
GMBZH307-16,Collembola,Collembola,0.85345,Entomobryomorpha,Entomobryomorpha,0.85345,Entomobryidae,Entomobryidae,0.85345,,Entomobrya,0.85345,,Entomobrya clitellaria,0.85345
GMBZJ183-16,Insecta,Insecta,0.89726,Diptera,Diptera,0.89726,Sciaridae,Sciaridae,0.89726,,Bradysia,0.89726,,Bradysia odoriphaga,0.89726
GMBZJ196-16,Insecta,Insecta,0.8993099999999999,Diptera,Diptera,0.8993099999999999,Sciaridae,Sciaridae,0.8993099999999999,,Bradysia,0.8993099999999999,,Bradysia odoriphaga,0.8993099999999999
GMBZK070-16,Insecta,Insecta,0.89726,Diptera,Diptera,0.89726,Sciaridae,Sciaridae,0.89726,,Bradysia,0.89726,,Bradysia odoriphaga,0.89726
GMBZK189-16,Insecta,Insecta,0.90962,Diptera,Diptera,0.90962,Cecidomyiidae,Cecidomyiidae,0.90962,,Sitodiplosis,0.90962,,Sitodiplosis mosellana,0.90962
GMBZL047-16,Insecta,Insecta,0.84474,Diptera,Diptera,0.84474,Cecidomyiidae,Cecidomyiidae,0.84474,,Asteromyia,0.84474,,Asteromyia carbonifera,0.84474
GMBZL465-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZM096-16,Insecta,Insecta,0.8739100000000001,Hymenoptera,Hymenoptera,0.8739100000000001,Formicidae,Formicidae,0.8739100000000001,,Crematogaster,0.8739100000000001,,Crematogaster sp. 2,0.8739100000000001
GMBZM461-16,Insecta,Insecta,0.9232299999999999,Diptera,Diptera,0.9232299999999999,Cecidomyiidae,Cecidomyiidae,0.9232299999999999,,Sitodiplosis,0.9232299999999999,,Sitodiplosis mosellana,0.9232299999999999
GMBZM613-16,Insecta,Insecta,0.79553,Hemiptera,Hemiptera,0.79553,Cixiidae,Derbidae,0.79553,,Cedusa,0.79553,,Cedusa incisa,0.79553
GMBZM642-16,Insecta,Insecta,0.90172,Lepidoptera,Lepidoptera,0.90172,Tineidae,Tineidae,0.90172,,tinBioLep01,0.90172,,tinBioLep01 BioLep743,0.90172
GMBZO082-16,Insecta,Insecta,0.85666,Diptera,Diptera,0.85666,Ceratopogonidae,Ceratopogonidae,0.85666,,Forcipomyia,0.85666,,Forcipomyia glauca,0.85666
GMBZP193-16,Insecta,Insecta,0.87629,Diptera,Diptera,0.87629,Sciaridae,Sciaridae,0.87629,,Claustropyga,0.87629,,Claustropyga acanthostyla,0.87629
GMBZP250-16,Insecta,Insecta,0.8506900000000001,Diptera,Diptera,0.8506900000000001,Ceratopogonidae,Ceratopogonidae,0.8506900000000001,,Schizonyxhelea,0.8506900000000001,,Schizonyxhelea thomsenae,0.8506900000000001
GMBZV076-16,Insecta,Insecta,0.8955500000000001,Diptera,Hymenoptera,0.8955500000000001,Cecidomyiidae,Apidae,0.8955500000000001,,Bombus,0.8955500000000001,,Bombus ephippiatus,0.8955500000000001
GMBZX238-16,Insecta,Insecta,0.8988200000000001,Diptera,Diptera,0.8988200000000001,Cecidomyiidae,Cecidomyiidae,0.8988200000000001,,Asteromyia,0.8988200000000001,,Asteromyia modesta,0.8988200000000001
GMBZX239-16,Insecta,Insecta,0.9149299999999999,Diptera,Diptera,0.9149299999999999,Cecidomyiidae,Cecidomyiidae,0.9149299999999999,,Vitisiella,0.9149299999999999,,Vitisiella brevicauda,0.9149299999999999
GMMBB436-16,Insecta,Insecta,0.90625,Diptera,Diptera,0.90625,Cecidomyiidae,Cecidomyiidae,0.90625,,Contarinia,0.90625,,Contarinia maculipennis,0.90625
GMMBB584-16,Insecta,Insecta,0.91765,Diptera,Diptera,0.91765,Muscidae,Anthomyiidae,0.91765,,Emmesomyia,0.91765,,Emmesomyia grisea,0.91765
GMMBC369-16,Insecta,Insecta,0.86772,Diptera,Diptera,0.86772,Ceratopogonidae,Tachinidae,0.86772,,Chrysotachina,0.86772,,Chrysotachina Wood02DHJ02,0.86772
GMMBC528-16,Insecta,Insecta,0.8573900000000001,Diptera,Diptera,0.8573900000000001,Cecidomyiidae,Cecidomyiidae,0.8573900000000001,,Campylomyza,0.8573900000000001,,Campylomyza dilatata,0.8573900000000001
GMMBC590-16,Insecta,Insecta,0.87267,Diptera,Diptera,0.87267,Ceratopogonidae,Muscidae,0.87267,,Coenosia,0.87267,,Coenosia atra,0.87267
GMMBC724-16,Insecta,Insecta,0.85763,Diptera,Diptera,0.85763,Stratiomyidae,Stratiomyidae,0.85763,,Hermetia,0.85763,,Hermetia albitarsis,0.85763
GMMBD1275-16,Insecta,Insecta,0.90484,Diptera,Diptera,0.90484,Psychodidae,Psychodidae,0.90484,,Psychoda,0.90484,,Psychoda phalaenoides,0.90484
GMMBD409-16,Insecta,Insecta,0.89848,Diptera,Diptera,0.89848,Chironomidae,Chironomidae,0.89848,Cricotopus,Cricotopus,0.89848,,Cricotopus bicinctus,0.89848
GMMBD453-16,Insecta,Insecta,0.8499099999999999,Diptera,Diptera,0.8499099999999999,Ceratopogonidae,Ceratopogonidae,0.8499099999999999,,Culicoides,0.8499099999999999,,Culicoides huffi,0.8499099999999999
GMMBD648-16,Insecta,Insecta,0.90306,Diptera,Diptera,0.90306,Psychodidae,Psychodidae,0.90306,,Psychoda,0.90306,,Psychoda phalaenoides,0.90306
GMMBD875-16,Insecta,Insecta,0.8879,Diptera,Diptera,0.8879,Ceratopogonidae,Ceratopogonidae,0.8879,,Forcipomyia,0.8879,,Forcipomyia litoraurea,0.8879
GMMBE426-16,Insecta,Insecta,0.9170900000000001,Hymenoptera,Hymenoptera,0.9170900000000001,Ichneumonidae,Ichneumonidae,0.9170900000000001,,Mesochorus,0.9170900000000001,,Mesochorus sp.,0.9170900000000001
GMMBE429-16,Insecta,Insecta,0.9217700000000001,Hymenoptera,Hymenoptera,0.9217700000000001,Formicidae,Formicidae,0.9217700000000001,,Anochetus,0.9217700000000001,,Anochetus grandidieri,0.9217700000000001
GMMBE567-16,Insecta,Insecta,0.89655,Lepidoptera,Lepidoptera,0.89655,,Notodontidae,0.89655,,Datana,0.89655,,Datana integerrima,0.89655
GMMBF465-16,Insecta,Insecta,0.8422,Diptera,Diptera,0.8422,Sciaridae,Sciaridae,0.8422,,Bradysia,0.8422,,Bradysia browni,0.8422
GMMBG1090-16,Insecta,Insecta,0.87477,Diptera,Diptera,0.87477,Chironomidae,Chironomidae,0.87477,,Orthocladius,0.87477,,Orthocladius rivicola,0.87477
GMMBG109-16,Insecta,Insecta,0.84602,Psocodea,Psocodea,0.84602,Amphipsocidae,Amphipsocidae,0.84602,,Polypsocus,0.84602,,Polypsocus corruptus,0.84602
GMMBG1683-16,Insecta,Insecta,0.9045099999999999,Diptera,Diptera,0.9045099999999999,Cecidomyiidae,Cecidomyiidae,0.9045099999999999,,Asteromyia,0.9045099999999999,,Asteromyia modesta,0.9045099999999999
GMMBG1794-16,Insecta,Insecta,0.86125,Diptera,Diptera,0.86125,Sciaridae,Sciaridae,0.86125,,Claustropyga,0.86125,,Claustropyga acanthostyla,0.86125
GMMBG1838-16,Insecta,Insecta,0.86907,Diptera,Diptera,0.86907,Cecidomyiidae,Cecidomyiidae,0.86907,,Asteromyia,0.86907,,Asteromyia carbonifera,0.86907
GMMBG206-16,Insecta,Insecta,0.86565,Diptera,Diptera,0.86565,Sciaridae,Sciaridae,0.86565,,Sciara,0.86565,,Sciara humeralis,0.86565
GMMBG557-16,Insecta,Insecta,0.85921,Diptera,Diptera,0.85921,Chironomidae,Chironomidae,0.85921,,Bryophaenocladius,0.85921,,Bryophaenocladius ictericus,0.85921
GMMBG592-16,Insecta,Insecta,0.88287,Diptera,Diptera,0.88287,Sciaridae,Sciaridae,0.88287,,Claustropyga,0.88287,,Claustropyga acanthostyla,0.88287
GMMBG609-16,Insecta,Insecta,0.84992,Diptera,Diptera,0.84992,Mycetophilidae,Phoridae,0.84992,,Diplonevra,0.84992,,Diplonevra nitidula,0.84992
GMMBG854-16,Insecta,Insecta,0.8448300000000001,Diptera,Diptera,0.8448300000000001,Cecidomyiidae,Cecidomyiidae,0.8448300000000001,,Bryomyia,0.8448300000000001,,Bryomyia producta,0.8448300000000001
GMMBG861-16,Insecta,Insecta,0.90986,Diptera,Diptera,0.90986,Cecidomyiidae,Cecidomyiidae,0.90986,,Asteromyia,0.90986,,Asteromyia carbonifera,0.90986
GMMBI156-16,Insecta,Insecta,0.90388,Diptera,Diptera,0.90388,Drosophilidae,Calliphoridae,0.90388,,Lucilia,0.90388,,Lucilia sericata,0.90388
GMMBI277-16,Insecta,Insecta,0.91065,Diptera,Diptera,0.91065,Dolichopodidae,Dolichopodidae,0.91065,,Chrysotus,0.91065,,Chrysotus pulchellus,0.91065
GMMBI773-16,Insecta,Insecta,0.89279,Diptera,Diptera,0.89279,Cecidomyiidae,Cecidomyiidae,0.89279,,Sitodiplosis,0.89279,,Sitodiplosis mosellana,0.89279
GMBZA129-16,Insecta,Insecta,0.8726,Diptera,Diptera,0.8726,Dolichopodidae,Dolichopodidae,0.8726,,Neurigona,0.8726,,Neurigona ciliata,0.8726
GMBZB208-16,Insecta,Insecta,0.89726,Diptera,Diptera,0.89726,Sciaridae,Sciaridae,0.89726,,Bradysia,0.89726,,Bradysia odoriphaga,0.89726
GMBZB413-16,Insecta,Insecta,0.8282299999999999,Diptera,Diptera,0.8282299999999999,Ceratopogonidae,Ceratopogonidae,0.8282299999999999,,Forcipomyia,0.8282299999999999,,Forcipomyia glauca,0.8282299999999999
GMBZC236-16,Insecta,Insecta,0.85199,Diptera,Diptera,0.85199,Cecidomyiidae,Cecidomyiidae,0.85199,,Asteromyia,0.85199,,Asteromyia modesta,0.85199
GMBZC262-16,Insecta,Insecta,0.9272,Diptera,Diptera,0.9272,Chloropidae,Chloropidae,0.9272,,Liohippelates,0.9272,,Liohippelates bishoppi,0.9272
GMBZC269-16,Insecta,Insecta,0.82465,Diptera,Diptera,0.82465,Sciaridae,Sciaridae,0.82465,Hyperlasion,Hyperlasion,0.82465,,Hyperlasion wasmanni,0.82465
GMBZC295-16,Insecta,Insecta,0.89726,Diptera,Diptera,0.89726,Sciaridae,Sciaridae,0.89726,,Bradysia,0.89726,,Bradysia cellarum,0.89726
GMBZC313-16,Insecta,Insecta,0.91619,Diptera,Diptera,0.91619,Cecidomyiidae,Cecidomyiidae,0.91619,,Sitodiplosis,0.91619,,Sitodiplosis mosellana,0.91619
GMBZC340-16,Insecta,Insecta,0.83894,Diptera,Diptera,0.83894,Mycetophilidae,Rhagionidae,0.83894,,Rhagio,0.83894,,Rhagio vertebratus,0.83894
GMBZC354-16,Insecta,Insecta,0.8943899999999999,Diptera,Diptera,0.8943899999999999,Ceratopogonidae,Muscidae,0.8943899999999999,,Helina,0.8943899999999999,,Helina setiventris,0.8943899999999999
GMBZF458-16,Insecta,Insecta,0.89358,Diptera,Diptera,0.89358,Mycetophilidae,Mycetophilidae,0.89358,,Sceptonia,0.89358,,Sceptonia nigra,0.89358
GMBZH258-16,Insecta,Insecta,0.8885,Diptera,Diptera,0.8885,Mycetophilidae,Mycetophilidae,0.8885,,Sceptonia,0.8885,,Sceptonia nigra,0.8885
GMBZJ194-16,Insecta,Insecta,0.8295699999999999,Diptera,Diptera,0.8295699999999999,Ceratopogonidae,Phoridae,0.8295699999999999,,Megaselia,0.8295699999999999,,Megaselia ciliata,0.8295699999999999
GMBZJ259-16,Collembola,Collembola,0.85304,Entomobryomorpha,Entomobryomorpha,0.85304,Entomobryidae,Entomobryidae,0.85304,,Entomobrya,0.85304,,Entomobrya clitellaria,0.85304
GMBZK046-16,Insecta,Insecta,0.87372,Diptera,Diptera,0.87372,Chironomidae,Chironomidae,0.87372,,Paralauterborniella,0.87372,,Paralauterborniella nigrohalteralis,0.87372
GMBZL210-16,Insecta,Insecta,0.8769,Diptera,Diptera,0.8769,Cecidomyiidae,Cecidomyiidae,0.8769,,Asteromyia,0.8769,,Asteromyia carbonifera,0.8769
GMBZL386-16,Insecta,Insecta,0.89983,Diptera,Diptera,0.89983,Cecidomyiidae,Cecidomyiidae,0.89983,,Sitodiplosis,0.89983,,Sitodiplosis mosellana,0.89983
GMBZL515-16,Insecta,Insecta,0.8692700000000001,Hymenoptera,Hymenoptera,0.8692700000000001,Formicidae,Formicidae,0.8692700000000001,,Crematogaster,0.8692700000000001,,Crematogaster sp. 2,0.8692700000000001
GMBZM094-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZM369-16,Insecta,Insecta,0.88715,Diptera,Diptera,0.88715,Ceratopogonidae,Ceratopogonidae,0.88715,,Atrichopogon,0.88715,,Atrichopogon levis,0.88715
GMBZM409-16,Insecta,Insecta,0.8759399999999999,Diptera,Diptera,0.8759399999999999,Sciaridae,Sciaridae,0.8759399999999999,,Prosciara,0.8759399999999999,,Prosciara prosciaroides,0.8759399999999999
GMBZM456-16,Insecta,Insecta,0.8696299999999999,Diptera,Diptera,0.8696299999999999,Ceratopogonidae,Sphaeroceridae,0.8696299999999999,,Rachispoda,0.8696299999999999,,Rachispoda trigonata,0.8696299999999999
GMBZM484-16,Insecta,Insecta,0.8088,Diptera,Diptera,0.8088,Cecidomyiidae,Stratiomyidae,0.8088,,Ptecticus,0.8088,,Ptecticus trivittatus,0.8088
GMBZN062-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZN178-16,Insecta,Insecta,0.88095,Hymenoptera,Hymenoptera,0.88095,Braconidae,Braconidae,0.88095,Heterospilus,Heterospilus,0.88095,,Heterospilus sp.,0.88095
GMBZN297-16,Insecta,Insecta,0.83148,Diptera,Diptera,0.83148,Ceratopogonidae,Muscidae,0.83148,,Helina,0.83148,,Helina cinerella,0.83148
GMBZP313-16,Insecta,Insecta,0.88345,Diptera,Diptera,0.88345,Sciaridae,Sciaridae,0.88345,,Claustropyga,0.88345,,Claustropyga acanthostyla,0.88345
GMBZP512-16,Insecta,Insecta,0.84175,Hemiptera,Hemiptera,0.84175,Cicadellidae,Cicadellidae,0.84175,,Cicadula,0.84175,,Cicadula melanogaster,0.84175
GMMBA540-16,Insecta,Insecta,0.8900199999999999,Diptera,Diptera,0.8900199999999999,Chloropidae,Calliphoridae,0.8900199999999999,,Lucilia,0.8900199999999999,,Lucilia cuprina,0.8900199999999999
GMMBB391-16,Insecta,Insecta,0.8979600000000001,Diptera,Diptera,0.8979600000000001,Cecidomyiidae,Cecidomyiidae,0.8979600000000001,,Asteromyia,0.8979600000000001,,Asteromyia carbonifera,0.8979600000000001
GMMBB441-16,Insecta,Insecta,0.8818300000000001,Diptera,Diptera,0.8818300000000001,Ceratopogonidae,Muscidae,0.8818300000000001,,Haematobia,0.8818300000000001,,Haematobia irritans,0.8818300000000001
GMMBC664-16,Insecta,Insecta,0.9122,Diptera,Diptera,0.9122,Drosophilidae,Drosophilidae,0.9122,,Drosophila,0.9122,,Drosophila bipectinata,0.9122
GMMBC733-16,Insecta,Insecta,0.90545,Diptera,Diptera,0.90545,Mycetophilidae,Mycetophilidae,0.90545,,Mycomya,0.90545,,Mycomya affinis,0.90545
GMMBC737-16,Insecta,Insecta,0.9235,Diptera,Diptera,0.9235,Chloropidae,Chloropidae,0.9235,,Olcella,0.9235,,Olcella parva,0.9235
GMMBC757-16,Insecta,Insecta,0.89849,Diptera,Diptera,0.89849,Ceratopogonidae,Muscidae,0.89849,,Helina,0.89849,,Helina obscurata,0.89849
GMMBD1223-16,Insecta,Insecta,0.86726,Diptera,Diptera,0.86726,Ceratopogonidae,Tachinidae,0.86726,,Leskia,0.86726,,Leskia Wood01DHJ10,0.86726
GMMBD1237-16,Insecta,Insecta,0.8837999999999999,Diptera,Diptera,0.8837999999999999,Milichiidae,Chloropidae,0.8837999999999999,Paramyia,Gaurax,0.8837999999999999,,Gaurax pallidipes,0.8837999999999999
GMMBD447-16,Insecta,Insecta,0.8979600000000001,Diptera,Diptera,0.8979600000000001,Chironomidae,Chironomidae,0.8979600000000001,Cricotopus,Cricotopus,0.8979600000000001,,Cricotopus bicinctus,0.8979600000000001
GMMBD475-16,Insecta,Insecta,0.83364,Diptera,Diptera,0.83364,Ceratopogonidae,Ceratopogonidae,0.83364,,Atrichopogon,0.83364,,Atrichopogon levis,0.83364
GMMBD703-16,Insecta,Insecta,0.9312699999999999,Diptera,Diptera,0.9312699999999999,Cecidomyiidae,Cecidomyiidae,0.9312699999999999,,Sitodiplosis,0.9312699999999999,,Sitodiplosis mosellana,0.9312699999999999
GMMBD715-16,Insecta,Insecta,0.86979,Diptera,Diptera,0.86979,Ceratopogonidae,Ceratopogonidae,0.86979,,Atrichopogon,0.86979,,Atrichopogon levis,0.86979
GMMBE226-16,Insecta,Insecta,0.9982500000000001,Hymenoptera,Hymenoptera,0.9982500000000001,Formicidae,Formicidae,0.9982500000000001,Dolichoderus,Dolichoderus,0.9982500000000001,Dolichoderus rugocapitus,Dolichoderus rugocapitus,0.9982500000000001
GMMBF209-16,Insecta,Insecta,0.84283,Hymenoptera,Hymenoptera,0.84283,Formicidae,Formicidae,0.84283,,Nylanderia,0.84283,,Nylanderia sp.,0.84283
GMMBF282-16,Insecta,Insecta,0.8637900000000001,Hymenoptera,Hymenoptera,0.8637900000000001,Braconidae,Braconidae,0.8637900000000001,,Dinotrema,0.8637900000000001,,Dinotrema Malaise4203,0.8637900000000001
GMMBF495-16,Insecta,Insecta,0.90476,Diptera,Diptera,0.90476,Cecidomyiidae,Cecidomyiidae,0.90476,,Asteromyia,0.90476,,Asteromyia carbonifera,0.90476
GMMBF533-16,Insecta,Insecta,0.85962,Diptera,Diptera,0.85962,Sciaridae,Sciaridae,0.85962,,Claustropyga,0.85962,,Claustropyga acanthostyla,0.85962
GMMBG099-16,Insecta,Insecta,0.8709699999999999,Coleoptera,Coleoptera,0.8709699999999999,,Scraptiidae,0.8709699999999999,,Pentaria,0.8709699999999999,,Pentaria trifasciata,0.8709699999999999
GMMBG1038-16,Insecta,Insecta,0.8782599999999999,Diptera,Diptera,0.8782599999999999,Psychodidae,Syrphidae,0.8782599999999999,,Brachypalpus,0.8782599999999999,,Brachypalpus oarus,0.8782599999999999
GMMBG1058-16,Insecta,Insecta,0.91281,Diptera,Diptera,0.91281,Cecidomyiidae,Cecidomyiidae,0.91281,,Sitodiplosis,0.91281,,Sitodiplosis mosellana,0.91281
GMMBG1255-16,Insecta,Insecta,0.8841100000000001,Diptera,Diptera,0.8841100000000001,Sciaridae,Sciaridae,0.8841100000000001,,Camptochaeta,0.8841100000000001,,Camptochaeta hirtula,0.8841100000000001
GMMBG219-16,Insecta,Insecta,0.87059,Diptera,Diptera,0.87059,Sciaridae,Sciaridae,0.87059,,Claustropyga,0.87059,,Claustropyga acanthostyla,0.87059
GMMBG465-16,Insecta,Insecta,0.86989,Diptera,Diptera,0.86989,Sciaridae,Sciaridae,0.86989,,Claustropyga,0.86989,,Claustropyga acanthostyla,0.86989
GMMBG680-16,Insecta,Insecta,0.87158,Diptera,Diptera,0.87158,Sciaridae,Sciaridae,0.87158,,Claustropyga,0.87158,,Claustropyga acanthostyla,0.87158
GMMBG858-16,Insecta,Insecta,0.86199,Diptera,Diptera,0.86199,Sciaridae,Sciaridae,0.86199,,Baeosciara,0.86199,,Baeosciara scotica,0.86199
GMMBI117-16,Insecta,Insecta,0.81574,Diptera,Diptera,0.81574,Phoridae,Tachinidae,0.81574,,Platymya,0.81574,,Platymya confusionis,0.81574
GMMBI160-16,Insecta,Insecta,0.9013599999999999,Diptera,Diptera,0.9013599999999999,Dolichopodidae,Dolichopodidae,0.9013599999999999,,Chrysotus,0.9013599999999999,,Chrysotus pulchellus,0.9013599999999999
GMMBI184-16,Insecta,Insecta,0.91156,Diptera,Diptera,0.91156,Dolichopodidae,Dolichopodidae,0.91156,,Chrysotus,0.91156,,Chrysotus pulchellus,0.91156
GMMBI246-16,Insecta,Insecta,0.91107,Diptera,Diptera,0.91107,Dolichopodidae,Dolichopodidae,0.91107,,Chrysotus,0.91107,,Chrysotus pulchellus,0.91107
GMMBI270-16,Insecta,Insecta,0.9141400000000001,Diptera,Diptera,0.9141400000000001,Dolichopodidae,Dolichopodidae,0.9141400000000001,,Chrysotus,0.9141400000000001,,Chrysotus pulchellus,0.9141400000000001
GMMBI271-16,Insecta,Insecta,0.88795,Diptera,Diptera,0.88795,Sphaeroceridae,Muscidae,0.88795,,Atherigona,0.88795,,Atherigona theodori,0.88795
GMMBI493-16,Insecta,Insecta,0.86496,Diptera,Diptera,0.86496,Milichiidae,Tachinidae,0.86496,,Chrysoexorista,0.86496,,Chrysoexorista Wood01DHJ02,0.86496
GMMBI531-16,Insecta,Insecta,0.91219,Diptera,Diptera,0.91219,Dolichopodidae,Dolichopodidae,0.91219,,Chrysotus,0.91219,,Chrysotus pulchellus,0.91219
GMMBI542-16,Insecta,Insecta,0.89908,Diptera,Diptera,0.89908,Phoridae,Phoridae,0.89908,,Megaselia,0.89908,,Megaselia pongsaiae,0.89908
GMMBI840-16,Insecta,Insecta,0.87669,Diptera,Diptera,0.87669,Ceratopogonidae,Tachinidae,0.87669,,Zaira,0.87669,,Zaira Malaise5077,0.87669
GMBZA082-16,Insecta,Insecta,0.86861,Diptera,Diptera,0.86861,Sciaridae,Sciaridae,0.86861,,Bradysia,0.86861,,Bradysia tilicola,0.86861
GMBZB145-16,Insecta,Insecta,0.8296800000000001,Diptera,Diptera,0.8296800000000001,Sciaridae,Sciaridae,0.8296800000000001,,Claustropyga,0.8296800000000001,,Claustropyga acanthostyla,0.8296800000000001
GMBZB344-16,Insecta,Insecta,0.85956,Diptera,Diptera,0.85956,Cecidomyiidae,Cecidomyiidae,0.85956,,Bryomyia,0.85956,,Bryomyia apsectra,0.85956
GMBZB358-16,Insecta,Insecta,0.86735,Diptera,Diptera,0.86735,Mycetophilidae,Phoridae,0.86735,,Megaselia,0.86735,,Megaselia longicostalis,0.86735
GMBZC094-16,Insecta,Insecta,0.90862,Diptera,Diptera,0.90862,Cecidomyiidae,Cecidomyiidae,0.90862,Asteromyia,Sitodiplosis,0.90862,,Sitodiplosis mosellana,0.90862
GMBZC150-16,Insecta,Insecta,0.84797,Diptera,Diptera,0.84797,Sciaridae,Sciaridae,0.84797,,Bradysia,0.84797,,Bradysia cellarum,0.84797
GMBZC692-16,Collembola,Collembola,0.86491,Entomobryomorpha,Entomobryomorpha,0.86491,Entomobryidae,Entomobryidae,0.86491,,Orchesella,0.86491,,Orchesella villosa,0.86491
GMBZC723-16,Collembola,Collembola,0.84655,Entomobryomorpha,Entomobryomorpha,0.84655,Entomobryidae,Entomobryidae,0.84655,,Orchesella,0.84655,,Orchesella villosa,0.84655
GMBZF373-16,Insecta,Insecta,0.8923099999999999,Diptera,Diptera,0.8923099999999999,Psychodidae,Psychodidae,0.8923099999999999,,Lutzomyia,0.8923099999999999,,Lutzomyia longipalpis,0.8923099999999999
GMBZH323-16,Collembola,Collembola,0.85045,Entomobryomorpha,Symphypleona,0.85045,Entomobryidae,Dicyrtomidae,0.85045,,Dicyrtoma,0.85045,,Dicyrtoma maculosa,0.85045
GMBZJ197-16,Insecta,Insecta,0.88946,Diptera,Diptera,0.88946,Mycetophilidae,Mycetophilidae,0.88946,,Mycetophila,0.88946,,Mycetophila caudata,0.88946
GMBZK118-16,Insecta,Insecta,0.8879300000000001,Diptera,Diptera,0.8879300000000001,Chironomidae,Chironomidae,0.8879300000000001,,Polypedilum,0.8879300000000001,,Polypedilum tigrinum,0.8879300000000001
GMBZK144-16,Insecta,Insecta,0.89594,Diptera,Diptera,0.89594,Psychodidae,Psychodidae,0.89594,,Psychoda,0.89594,,Psychoda trinodulosa,0.89594
GMBZK289-16,Insecta,Insecta,0.89267,Diptera,Diptera,0.89267,Cecidomyiidae,Cecidomyiidae,0.89267,,Lestodiplosis,0.89267,,Lestodiplosis juniperina,0.89267
GMBZL044-16,Insecta,Insecta,0.9253,Diptera,Diptera,0.9253,Cecidomyiidae,Cecidomyiidae,0.9253,,Sitodiplosis,0.9253,,Sitodiplosis mosellana,0.9253
GMBZL088-16,Insecta,Insecta,0.82881,Diptera,Diptera,0.82881,Ceratopogonidae,Mycetophilidae,0.82881,,Sceptonia,0.82881,,Sceptonia nigra,0.82881
GMBZL137-16,Insecta,Insecta,0.87889,Diptera,Diptera,0.87889,Chironomidae,Chironomidae,0.87889,,Chironomus,0.87889,,Chironomus hyperboreus,0.87889
